rental_id,car_id,checkin_type,state,delay_at_checkout_in_minutes,previous_ended_rental_id,time_delta_with_previous_rental_in_minutes,late_delay
516833,388501,mobile,ended,-58.0,,,Early
517289,384123,mobile,ended,37.0,,,30 < Late < 45
518569,277669,mobile,ended,14.0,523594.0,480.0,Late < 15
519368,358785,mobile,ended,-90.0,,,Early
520126,381583,mobile,ended,-87.0,,,Early
521124,383309,mobile,ended,98.0,,,90 < Late < 120
521314,304068,mobile,ended,36.0,,,30 < Late < 45
521343,401387,mobile,ended,86.0,,,60 < Late < 90
521541,369766,mobile,ended,3.0,,,Late < 15
521852,359045,connect,ended,650.0,,,Late > 120
522237,360289,mobile,ended,35.0,,,30 < Late < 45
522930,296815,connect,ended,-87.0,,,Early
523001,346305,mobile,ended,-50.0,,,Early
523243,386409,mobile,ended,-7.0,,,Early
523347,282577,mobile,ended,-229.0,,,Early
524146,216701,mobile,ended,155.0,,,Late > 120
525021,328045,mobile,ended,28.0,,,15 < Late < 30
526376,340497,mobile,ended,-88.0,,,Early
526523,403962,mobile,ended,65.0,,,60 < Late < 90
526658,319375,mobile,ended,240.0,,,Late > 120
527121,159533,connect,ended,-560.0,,,Early
527378,368432,mobile,ended,0.0,,,Late < 15
527445,352799,mobile,ended,-3.0,,,Early
527497,349049,mobile,ended,-1561.0,,,Early
527562,337311,mobile,ended,-18.0,,,Early
528110,323673,mobile,ended,203.0,,,Late > 120
528116,390481,mobile,ended,179.0,,,Late > 120
528179,358891,mobile,ended,-80.0,,,Early
528660,371007,mobile,ended,26.0,,,15 < Late < 30
528740,264457,mobile,ended,157.0,,,Late > 120
528756,405367,mobile,ended,203.0,,,Late > 120
529722,361759,mobile,ended,173.0,,,Late > 120
529725,235160,mobile,ended,1415.0,,,Late > 120
530211,392600,connect,ended,191.0,,,Late > 120
530364,400139,mobile,ended,-23.0,,,Early
530402,330923,mobile,ended,78.0,,,60 < Late < 90
531457,376150,mobile,ended,-373.0,,,Early
546931,352330,mobile,ended,74.0,,,60 < Late < 90
547062,396552,mobile,ended,27.0,513104.0,90.0,15 < Late < 30
547109,298455,mobile,ended,93.0,,,90 < Late < 120
547371,405347,mobile,ended,17.0,,,15 < Late < 30
547415,217076,mobile,ended,26.0,,,15 < Late < 30
547501,387008,mobile,ended,-4.0,,,Early
547630,391800,mobile,ended,69.0,,,60 < Late < 90
547655,375834,mobile,ended,89.0,548169.0,0.0,60 < Late < 90
547846,401460,mobile,ended,-39.0,,,Early
547952,369938,connect,ended,144.0,,,Late > 120
548108,300680,mobile,ended,6.0,,,Late < 15
548416,313386,connect,ended,63.0,,,60 < Late < 90
548516,410226,mobile,ended,22.0,,,15 < Late < 30
548518,341789,mobile,ended,64.0,,,60 < Late < 90
548528,411913,mobile,ended,608.0,,,Late > 120
548687,341204,mobile,ended,3.0,,,Late < 15
548693,196207,mobile,ended,-77.0,,,Early
548863,409344,mobile,ended,7.0,547160.0,300.0,Late < 15
548864,396250,mobile,ended,527.0,550060.0,120.0,Late > 120
548879,366985,mobile,ended,25.0,,,15 < Late < 30
549062,409227,mobile,ended,-220.0,,,Early
549241,356681,mobile,ended,51.0,,,45 < Late < 60
549667,368236,mobile,ended,-94.0,,,Early
549853,376311,connect,ended,-162.0,,,Early
549854,303309,connect,ended,-46.0,,,Early
549985,332998,mobile,ended,-55.0,,,Early
550071,406329,mobile,ended,-45.0,,,Early
550095,298757,connect,ended,-14.0,548361.0,630.0,Early
550139,396746,mobile,ended,323.0,,,Late > 120
550236,395532,mobile,ended,13.0,,,Late < 15
550289,310105,mobile,ended,88.0,,,60 < Late < 90
550409,259952,mobile,ended,26.0,,,15 < Late < 30
550502,364160,connect,ended,-79.0,,,Early
550504,405611,connect,ended,59.0,562977.0,630.0,45 < Late < 60
550505,340369,connect,ended,8.0,,,Late < 15
550564,333910,mobile,ended,-9.0,542509.0,120.0,Early
550674,340292,mobile,ended,-6.0,,,Early
550675,397718,mobile,ended,-1.0,,,Early
550682,369420,mobile,ended,99.0,,,90 < Late < 120
550685,393005,mobile,ended,99.0,,,90 < Late < 120
550832,358082,connect,ended,34.0,549771.0,90.0,30 < Late < 45
550954,277832,mobile,ended,30.0,,,30 < Late < 45
539695,344472,mobile,ended,-34.0,,,Early
539717,380859,mobile,ended,164.0,,,Late > 120
539745,357832,mobile,ended,5.0,,,Late < 15
539787,396435,connect,ended,-183.0,,,Early
539921,321547,mobile,ended,735.0,,,Late > 120
540036,341105,mobile,ended,-48.0,,,Early
540056,373893,connect,ended,37.0,,,30 < Late < 45
540065,340903,mobile,ended,456.0,,,Late > 120
540300,403549,mobile,ended,71.0,,,60 < Late < 90
540326,397695,mobile,ended,1.0,,,Late < 15
540359,341237,mobile,ended,-40.0,,,Early
540394,374485,mobile,ended,-14.0,,,Early
540431,407689,mobile,ended,-38.0,,,Early
540446,334554,mobile,ended,24.0,,,15 < Late < 30
540466,378239,mobile,ended,-11.0,,,Early
540507,307983,connect,ended,-22.0,,,Early
540536,312802,mobile,ended,39.0,,,30 < Late < 45
540550,403951,mobile,ended,37.0,,,30 < Late < 45
540663,225795,connect,ended,60.0,,,60 < Late < 90
540686,339685,mobile,ended,-20.0,,,Early
540738,406527,mobile,ended,-127.0,,,Early
540781,370180,mobile,ended,21.0,,,15 < Late < 30
540784,310576,connect,ended,54.0,536453.0,0.0,45 < Late < 60
541224,400684,mobile,ended,-11.0,,,Early
541239,355444,connect,ended,33.0,,,30 < Late < 45
541286,309723,mobile,ended,31.0,,,30 < Late < 45
541338,331115,mobile,ended,157.0,,,Late > 120
541365,350502,connect,ended,52.0,,,45 < Late < 60
541432,339685,mobile,ended,-22.0,,,Early
541484,409467,mobile,ended,86.0,,,60 < Late < 90
541492,402882,mobile,ended,-18.0,,,Early
541495,308898,mobile,ended,255.0,,,Late > 120
541608,248417,mobile,ended,-41.0,,,Early
541705,395673,mobile,ended,21.0,,,15 < Late < 30
541706,355444,connect,ended,188.0,,,Late > 120
541744,399464,mobile,ended,-2.0,,,Early
541755,286915,mobile,ended,-4.0,,,Early
541758,402130,mobile,ended,32.0,,,30 < Late < 45
541840,330705,mobile,ended,84.0,,,60 < Late < 90
541864,389998,mobile,ended,-471.0,,,Early
541895,404658,mobile,ended,141.0,,,Late > 120
541926,409589,mobile,ended,4.0,538736.0,150.0,Late < 15
541961,350811,mobile,ended,67.0,,,60 < Late < 90
541996,283004,mobile,ended,11.0,,,Late < 15
542251,360460,connect,ended,5.0,,,Late < 15
545279,403263,mobile,ended,36.0,,,30 < Late < 45
545287,275007,mobile,ended,-7.0,,,Early
545365,341867,mobile,ended,-1.0,,,Early
545380,221830,mobile,ended,797.0,,,Late > 120
545390,392718,mobile,ended,-112.0,,,Early
545394,387107,connect,ended,-36.0,,,Early
545415,399973,mobile,ended,-69.0,,,Early
545422,289383,mobile,ended,-22.0,,,Early
545424,369542,connect,ended,17.0,,,15 < Late < 30
545433,399443,mobile,ended,47.0,,,45 < Late < 60
545532,387939,connect,ended,7.0,546352.0,300.0,Late < 15
545761,388895,mobile,ended,3.0,,,Late < 15
545823,410826,mobile,ended,241.0,,,Late > 120
545944,355179,mobile,ended,133.0,,,Late > 120
545955,351319,mobile,ended,870.0,,,Late > 120
545961,384875,mobile,ended,-13.0,,,Early
545976,402308,mobile,ended,17.0,,,15 < Late < 30
546274,410151,mobile,ended,127.0,,,Late > 120
546716,402773,mobile,ended,-43.0,,,Early
546725,314308,mobile,ended,-23.0,,,Early
546936,281730,mobile,ended,-13.0,,,Early
547021,300102,mobile,ended,-83.0,,,Early
547142,393185,mobile,ended,42.0,,,30 < Late < 45
547349,385585,mobile,ended,72.0,,,60 < Late < 90
547351,289496,connect,ended,24.0,,,15 < Late < 30
547393,411712,mobile,ended,5.0,,,Late < 15
547406,353138,mobile,ended,152.0,,,Late > 120
547593,317024,connect,ended,6.0,,,Late < 15
547791,396791,connect,ended,107.0,,,90 < Late < 120
548092,214635,connect,ended,29.0,,,15 < Late < 30
548311,374990,mobile,ended,80.0,,,60 < Late < 90
548372,322025,mobile,ended,-672.0,,,Early
548454,380952,connect,ended,-7.0,,,Early
548637,361564,mobile,ended,-175.0,,,Early
548679,338935,mobile,ended,51.0,,,45 < Late < 60
548713,358723,mobile,ended,-32.0,,,Early
548841,369685,mobile,ended,-19.0,,,Early
548933,355788,mobile,ended,-182.0,549479.0,720.0,Early
549015,377071,mobile,ended,5.0,,,Late < 15
549036,378754,connect,ended,-148.0,,,Early
549150,226355,connect,ended,-191.0,,,Early
549191,366113,mobile,ended,1.0,,,Late < 15
549309,346988,mobile,ended,10.0,,,Late < 15
549386,354667,mobile,ended,64.0,,,60 < Late < 90
549438,385221,mobile,ended,295.0,,,Late > 120
549467,372779,mobile,ended,-62.0,547247.0,240.0,Early
549471,334190,connect,ended,-89.0,554043.0,630.0,Early
549496,393781,connect,ended,9.0,,,Late < 15
549578,412226,mobile,ended,4.0,,,Late < 15
549703,408267,mobile,ended,-51.0,,,Early
549718,408988,mobile,ended,250.0,,,Late > 120
550010,411701,mobile,ended,84.0,,,60 < Late < 90
550171,398152,connect,ended,104.0,,,90 < Late < 120
550204,360418,mobile,ended,33.0,,,30 < Late < 45
550220,412333,mobile,ended,76.0,,,60 < Late < 90
550233,344530,mobile,ended,-411.0,,,Early
550333,353284,mobile,ended,47.0,,,45 < Late < 60
550396,306446,mobile,ended,-852.0,,,Early
550511,287685,mobile,ended,67.0,,,60 < Late < 90
550552,329924,mobile,ended,134.0,,,Late > 120
550614,392368,connect,ended,27.0,,,15 < Late < 30
550672,385999,mobile,ended,114.0,,,90 < Late < 120
551089,404421,mobile,ended,-31.0,,,Early
551152,358835,connect,ended,-98.0,,,Early
551188,407896,mobile,ended,19.0,,,15 < Late < 30
551270,235160,mobile,ended,70.0,,,60 < Late < 90
551271,411711,mobile,ended,-89.0,,,Early
551299,380413,mobile,ended,68.0,,,60 < Late < 90
551343,410052,mobile,ended,-174.0,,,Early
551344,380256,mobile,ended,36.0,,,30 < Late < 45
551461,359645,mobile,ended,691.0,,,Late > 120
551470,373511,mobile,ended,-181.0,,,Early
551484,355179,mobile,ended,113.0,,,90 < Late < 120
551496,386961,mobile,ended,126.0,,,Late > 120
551500,374116,mobile,ended,-58.0,,,Early
551650,378375,mobile,ended,4.0,,,Late < 15
551673,401460,mobile,ended,47.0,,,45 < Late < 60
551691,406075,mobile,ended,172.0,,,Late > 120
551707,404424,mobile,ended,105.0,550671.0,0.0,90 < Late < 120
551751,324406,mobile,ended,6.0,,,Late < 15
531494,261686,mobile,ended,-22.0,,,Early
548671,412044,mobile,ended,146.0,,,Late > 120
548704,299845,mobile,ended,19.0,,,15 < Late < 30
548814,338940,mobile,ended,11.0,531952.0,450.0,Late < 15
548852,395598,mobile,ended,-101.0,,,Early
549017,264531,mobile,ended,-44.0,,,Early
549057,365315,connect,ended,-111.0,,,Early
549151,399172,connect,ended,105.0,,,90 < Late < 120
549276,253255,connect,ended,-105.0,,,Early
549285,314620,mobile,ended,43.0,,,30 < Late < 45
549338,374337,mobile,ended,-45.0,,,Early
549538,344993,mobile,ended,29.0,,,15 < Late < 30
549574,367776,connect,ended,18.0,,,15 < Late < 30
549650,262187,connect,ended,289.0,,,Late > 120
549731,293992,mobile,ended,-309.0,,,Early
549838,389050,mobile,ended,683.0,,,Late > 120
549917,389958,mobile,ended,9.0,557743.0,720.0,Late < 15
550077,323056,mobile,ended,-104.0,,,Early
550199,380579,mobile,ended,72.0,,,60 < Late < 90
550443,412093,mobile,ended,59.0,,,45 < Late < 60
550470,392295,mobile,ended,11.0,,,Late < 15
550590,320977,mobile,ended,-60.0,,,Early
550713,365961,mobile,ended,77.0,,,60 < Late < 90
550874,317763,mobile,ended,262.0,,,Late > 120
550892,287685,mobile,ended,223.0,,,Late > 120
550897,288020,mobile,ended,162.0,,,Late > 120
551062,327871,mobile,ended,56.0,,,45 < Late < 60
551138,301799,connect,ended,550.0,,,Late > 120
551297,341441,mobile,ended,12.0,,,Late < 15
551324,321674,mobile,ended,-31.0,,,Early
551392,386322,mobile,ended,-204.0,,,Early
551422,394137,mobile,ended,-42.0,,,Early
551686,383110,connect,ended,-11.0,547672.0,150.0,Early
551730,364520,mobile,ended,-114.0,,,Early
551818,409865,mobile,ended,-119.0,,,Early
551827,262206,mobile,ended,130.0,,,Late > 120
551873,296351,mobile,ended,-126.0,,,Early
551901,403564,mobile,ended,54.0,,,45 < Late < 60
551963,318371,mobile,ended,62.0,,,60 < Late < 90
552016,352663,mobile,ended,843.0,,,Late > 120
552092,356610,mobile,ended,-459.0,,,Early
552248,412623,mobile,ended,69.0,,,60 < Late < 90
552353,388540,mobile,ended,-33.0,,,Early
552388,371354,connect,ended,-22.0,,,Early
552525,346697,mobile,ended,10.0,,,Late < 15
552533,326040,mobile,ended,-25.0,,,Early
552585,394002,mobile,ended,-46.0,,,Early
552682,324821,connect,ended,-444.0,,,Early
552756,374684,mobile,ended,-56.0,547550.0,600.0,Early
552796,391755,mobile,ended,27.0,,,15 < Late < 30
552806,412623,mobile,ended,1.0,,,Late < 15
552861,404731,mobile,ended,-693.0,,,Early
552889,388073,mobile,ended,201.0,,,Late > 120
552905,342699,connect,ended,53.0,,,45 < Late < 60
553002,385378,mobile,ended,9.0,,,Late < 15
553267,384193,connect,ended,76.0,,,60 < Late < 90
553273,403526,mobile,ended,148.0,,,Late > 120
553398,378003,connect,ended,-249.0,,,Early
553412,335276,connect,ended,11.0,,,Late < 15
553486,358705,mobile,ended,544.0,,,Late > 120
553716,375834,mobile,ended,100.0,,,90 < Late < 120
553850,381583,mobile,ended,-106.0,,,Early
553909,358723,mobile,ended,-1.0,,,Early
553980,396948,mobile,ended,56.0,,,45 < Late < 60
554043,334190,connect,ended,15.0,,,15 < Late < 30
554045,411701,mobile,ended,-22.0,,,Early
554117,320824,connect,ended,-1084.0,,,Early
554120,220856,mobile,ended,161.0,,,Late > 120
554158,405122,mobile,ended,-54.0,,,Early
554179,383592,mobile,ended,-80.0,,,Early
554198,313386,connect,ended,-54.0,,,Early
554257,332582,connect,ended,20.0,,,15 < Late < 30
554446,320481,mobile,ended,39.0,,,30 < Late < 45
554480,348573,mobile,ended,-84.0,,,Early
554514,312093,mobile,ended,294.0,,,Late > 120
554530,257153,mobile,ended,24.0,,,15 < Late < 30
554601,320834,connect,ended,-1.0,,,Early
554654,348462,mobile,ended,50.0,,,45 < Late < 60
554680,412676,mobile,ended,334.0,,,Late > 120
554701,286395,mobile,ended,92.0,,,90 < Late < 120
554974,228309,mobile,ended,424.0,,,Late > 120
554984,370150,mobile,ended,18.0,,,15 < Late < 30
554999,372924,mobile,ended,-85.0,,,Early
555043,356630,mobile,ended,-58.0,,,Early
555096,397838,mobile,ended,38.0,,,30 < Late < 45
555186,385178,connect,ended,-301.0,,,Early
555226,349209,mobile,ended,4.0,,,Late < 15
555588,312078,connect,ended,-20.0,,,Early
555823,308347,mobile,ended,-3.0,,,Early
551833,367196,mobile,ended,131.0,,,Late > 120
552008,272430,connect,ended,-62.0,,,Early
552043,377061,mobile,ended,22.0,,,15 < Late < 30
552048,308038,connect,ended,-107.0,,,Early
552049,404192,mobile,ended,1392.0,551936.0,150.0,Late > 120
552230,338940,mobile,ended,233.0,513740.0,30.0,Late > 120
552408,309912,mobile,ended,32.0,,,30 < Late < 45
552458,373582,mobile,ended,4.0,,,Late < 15
552460,340014,connect,ended,-151.0,,,Early
552483,396960,mobile,ended,-31.0,,,Early
552738,381183,mobile,ended,165.0,,,Late > 120
552814,337380,mobile,ended,45.0,,,45 < Late < 60
552825,369938,connect,ended,-44.0,,,Early
553059,337198,mobile,ended,-309.0,,,Early
553374,273587,mobile,ended,69.0,,,60 < Late < 90
553403,386383,mobile,ended,-64.0,,,Early
553484,374884,mobile,ended,-33.0,,,Early
553569,290847,mobile,ended,5.0,,,Late < 15
553594,336631,mobile,ended,-46.0,,,Early
553667,395873,mobile,ended,-2.0,,,Early
553733,351660,connect,ended,-5.0,,,Early
553865,346952,mobile,ended,45.0,,,45 < Late < 60
553871,304538,mobile,ended,72.0,,,60 < Late < 90
553882,410876,mobile,ended,6.0,,,Late < 15
553883,412173,mobile,ended,1.0,,,Late < 15
553939,402528,connect,ended,-99.0,558730.0,0.0,Early
554122,411635,mobile,ended,10.0,,,Late < 15
554145,410068,mobile,ended,9.0,,,Late < 15
554170,402209,mobile,ended,-125.0,564541.0,390.0,Early
554293,381708,connect,ended,-33.0,,,Early
554426,413094,mobile,ended,25.0,,,15 < Late < 30
554505,402562,connect,ended,-47.0,554934.0,0.0,Early
554528,355444,connect,ended,-32.0,,,Early
554593,369257,mobile,ended,185.0,,,Late > 120
554791,382734,mobile,ended,-54.0,554944.0,720.0,Early
554832,404963,connect,ended,51.0,,,45 < Late < 60
554866,312220,mobile,ended,-27.0,,,Early
554934,402562,connect,ended,12.0,,,Late < 15
555085,411825,mobile,ended,-15.0,,,Early
555087,341105,mobile,ended,-152.0,541340.0,600.0,Early
555116,339607,mobile,ended,-8.0,553008.0,720.0,Early
555209,324635,mobile,ended,25.0,,,15 < Late < 30
555260,383008,mobile,ended,-5.0,,,Early
555407,405142,connect,ended,-31.0,,,Early
555486,413351,mobile,ended,-56.0,,,Early
555505,394894,mobile,ended,27.0,,,15 < Late < 30
555564,332647,mobile,ended,-109.0,,,Early
555821,326578,mobile,ended,1143.0,558583.0,0.0,Late > 120
555837,376626,mobile,ended,68.0,,,60 < Late < 90
555969,408363,mobile,ended,-3.0,,,Early
556086,292319,connect,ended,-100.0,,,Early
556147,406381,mobile,ended,328.0,,,Late > 120
556471,311923,connect,ended,5.0,,,Late < 15
556903,311437,mobile,ended,23.0,,,15 < Late < 30
556982,346293,mobile,ended,-78.0,,,Early
557106,317330,connect,ended,-10.0,,,Early
557175,412093,mobile,ended,74.0,,,60 < Late < 90
557191,410174,mobile,ended,109.0,,,90 < Late < 120
557232,257291,mobile,ended,11.0,,,Late < 15
557297,342645,connect,ended,41.0,,,30 < Late < 45
557318,334190,connect,ended,158.0,556215.0,660.0,Late > 120
557366,347011,mobile,ended,62.0,,,60 < Late < 90
557561,352476,mobile,ended,-82.0,,,Early
557802,385423,mobile,ended,353.0,,,Late > 120
557828,409991,connect,ended,-6.0,,,Early
557985,291932,connect,ended,-32.0,,,Early
558104,406843,mobile,ended,-29.0,,,Early
558204,384479,mobile,ended,12.0,,,Late < 15
558272,360474,connect,ended,7.0,,,Late < 15
558435,401870,connect,ended,5.0,,,Late < 15
558448,383110,connect,ended,64.0,554348.0,150.0,60 < Late < 90
558487,370029,mobile,ended,161.0,,,Late > 120
558573,363761,mobile,ended,-23.0,,,Early
558719,286751,connect,ended,-127.0,,,Early
558884,404128,connect,ended,-82.0,,,Early
558891,356106,connect,ended,82.0,,,60 < Late < 90
559147,291699,mobile,ended,-412.0,,,Early
559199,355272,mobile,ended,-4.0,,,Early
559400,403265,connect,ended,-6.0,,,Early
559430,357530,connect,ended,-7.0,558258.0,0.0,Early
559456,300377,mobile,ended,-18.0,,,Early
559653,378732,mobile,ended,207.0,,,Late > 120
542303,271173,mobile,ended,15.0,,,15 < Late < 30
542337,227691,mobile,ended,1696.0,,,Late > 120
542361,241859,mobile,ended,16.0,,,15 < Late < 30
542414,352248,mobile,ended,116.0,,,90 < Late < 120
542490,407154,mobile,ended,153.0,,,Late > 120
542632,404130,connect,ended,-277.0,,,Early
542742,405562,mobile,ended,114.0,,,90 < Late < 120
542797,275062,connect,ended,-73.0,,,Early
542812,289277,mobile,ended,71.0,,,60 < Late < 90
542948,391370,connect,ended,27.0,,,15 < Late < 30
543342,342710,connect,ended,104.0,,,90 < Late < 120
505779,341674,mobile,ended,101.0,,,90 < Late < 120
507599,221297,mobile,ended,2.0,,,Late < 15
507848,390611,connect,ended,-231.0,,,Early
509243,395016,mobile,ended,-175.0,,,Early
509610,368710,mobile,ended,15.0,,,15 < Late < 30
512821,175887,connect,ended,-120.0,,,Early
512992,369230,mobile,ended,18.0,,,15 < Late < 30
513628,284716,mobile,ended,182.0,,,Late > 120
513703,299234,mobile,ended,-147.0,,,Early
514013,307567,mobile,ended,-231.0,,,Early
514663,219776,mobile,ended,28.0,,,15 < Late < 30
515278,185218,mobile,ended,-2.0,,,Early
515875,328286,mobile,ended,116.0,,,90 < Late < 120
516006,394562,mobile,ended,37.0,,,30 < Late < 45
519172,338651,mobile,ended,358.0,,,Late > 120
519407,228703,connect,ended,-1061.0,,,Early
519483,312389,mobile,ended,32.0,,,30 < Late < 45
520085,384040,connect,ended,31.0,,,30 < Late < 45
520178,354260,mobile,ended,-9.0,,,Early
520673,364048,mobile,ended,37.0,,,30 < Late < 45
520887,369031,mobile,ended,-37.0,,,Early
521076,380708,connect,ended,103.0,539450.0,210.0,90 < Late < 120
521591,333943,mobile,ended,-84.0,,,Early
521664,392327,mobile,ended,-35.0,,,Early
521932,315875,mobile,ended,86.0,,,60 < Late < 90
523026,377312,mobile,ended,57.0,,,45 < Late < 60
525185,346808,mobile,ended,-18.0,,,Early
525891,187740,mobile,ended,-77.0,,,Early
527013,362531,connect,ended,-43.0,,,Early
527270,389785,connect,ended,3.0,,,Late < 15
527646,171503,mobile,ended,142.0,,,Late > 120
528651,298280,mobile,ended,208.0,,,Late > 120
528678,274942,connect,ended,247.0,,,Late > 120
528943,351109,mobile,ended,233.0,,,Late > 120
529165,348400,mobile,ended,-1.0,,,Early
529224,382964,mobile,ended,71.0,,,60 < Late < 90
529322,389923,mobile,ended,13.0,,,Late < 15
530064,331547,mobile,ended,-128.0,,,Early
530213,389847,mobile,ended,424.0,,,Late > 120
530510,403275,mobile,ended,8.0,,,Late < 15
530648,248027,mobile,ended,9.0,,,Late < 15
530663,403275,connect,ended,43.0,,,30 < Late < 45
531247,392368,connect,ended,-32.0,550614.0,60.0,Early
531482,401740,mobile,ended,129.0,,,Late > 120
531732,369608,mobile,ended,-27.0,,,Early
532220,381029,mobile,ended,-49.0,,,Early
533894,385342,mobile,ended,46.0,,,45 < Late < 60
533899,407249,mobile,ended,9.0,,,Late < 15
534189,305156,mobile,ended,-59.0,,,Early
534224,386786,mobile,ended,172.0,,,Late > 120
534870,318423,mobile,ended,-30.0,,,Early
534967,403265,mobile,ended,-11.0,,,Early
534968,396029,mobile,ended,568.0,,,Late > 120
535648,371387,mobile,ended,-4.0,,,Early
535881,252948,mobile,ended,11.0,,,Late < 15
536007,396532,mobile,ended,46.0,,,45 < Late < 60
536060,393658,mobile,ended,-20.0,,,Early
536080,273590,mobile,ended,9.0,,,Late < 15
536127,280936,mobile,ended,909.0,,,Late > 120
536146,402580,mobile,ended,-84.0,,,Early
536301,386400,mobile,ended,21.0,,,15 < Late < 30
536402,356014,mobile,ended,168.0,,,Late > 120
536576,313955,mobile,ended,111.0,,,90 < Late < 120
536687,409104,mobile,ended,26.0,,,15 < Late < 30
536705,385073,mobile,ended,-40.0,,,Early
536781,284051,mobile,ended,91.0,,,90 < Late < 120
536885,349334,mobile,ended,-1.0,,,Early
537000,401131,mobile,ended,-5.0,,,Early
537021,384407,mobile,ended,176.0,,,Late > 120
537059,373025,mobile,ended,-87.0,,,Early
537263,407956,mobile,ended,-144.0,,,Early
537490,361471,mobile,ended,16.0,,,15 < Late < 30
537640,272599,mobile,ended,-56.0,,,Early
537644,374007,mobile,ended,13.0,,,Late < 15
537735,406551,mobile,ended,13.0,,,Late < 15
537905,332605,mobile,ended,-10.0,,,Early
537921,408497,mobile,ended,-43.0,,,Early
538099,391379,connect,ended,65.0,,,60 < Late < 90
538129,349458,mobile,ended,89.0,,,60 < Late < 90
538283,346952,mobile,ended,-28.0,,,Early
538439,386259,connect,ended,-171.0,,,Early
538513,367495,mobile,ended,-237.0,,,Early
538564,393185,mobile,ended,-36.0,531229.0,0.0,Early
538718,405458,mobile,ended,0.0,,,Late < 15
538768,392241,connect,ended,271.0,,,Late > 120
538809,323630,connect,ended,22.0,,,15 < Late < 30
539053,392685,mobile,ended,35.0,,,30 < Late < 45
539105,286034,mobile,ended,-80.0,,,Early
539139,364681,mobile,ended,7.0,,,Late < 15
539414,334190,connect,ended,-286.0,,,Early
539493,397470,mobile,ended,-9.0,,,Early
539729,361055,mobile,ended,-78.0,,,Early
539756,380002,mobile,ended,1462.0,,,Late > 120
539838,295415,mobile,ended,2.0,541223.0,390.0,Late < 15
539972,399535,mobile,ended,-101.0,,,Early
540120,361991,mobile,ended,58.0,,,45 < Late < 60
540181,320780,mobile,ended,28.0,,,15 < Late < 30
540271,403958,mobile,ended,16.0,,,15 < Late < 30
540540,377496,mobile,ended,42.0,,,30 < Late < 45
540816,313244,mobile,ended,51.0,,,45 < Late < 60
540954,282893,mobile,ended,-53.0,,,Early
540990,375770,mobile,ended,55.0,,,45 < Late < 60
541108,192603,mobile,ended,14.0,,,Late < 15
541137,330967,mobile,ended,936.0,,,Late > 120
541170,397188,mobile,ended,-74.0,,,Early
541225,395922,mobile,ended,29.0,,,15 < Late < 30
541281,397046,mobile,ended,14.0,537194.0,210.0,Late < 15
541421,344930,mobile,ended,62.0,,,60 < Late < 90
541431,399951,mobile,ended,-45.0,,,Early
541461,366600,mobile,ended,70.0,,,60 < Late < 90
541517,390697,mobile,ended,5.0,,,Late < 15
541688,265604,mobile,ended,5.0,,,Late < 15
541733,379885,mobile,ended,-3.0,,,Early
541792,380952,connect,ended,110.0,,,90 < Late < 120
541964,356106,connect,ended,-9.0,543577.0,0.0,Early
541971,410393,mobile,ended,137.0,,,Late > 120
541997,393239,mobile,ended,88.0,,,60 < Late < 90
542196,409987,mobile,ended,123.0,,,Late > 120
542509,333910,mobile,ended,30.0,,,30 < Late < 45
542517,316892,mobile,ended,1161.0,,,Late > 120
542616,396483,connect,ended,4.0,,,Late < 15
542669,258100,mobile,ended,-56.0,,,Early
542677,410389,mobile,ended,5.0,,,Late < 15
542778,333569,mobile,ended,112.0,,,90 < Late < 120
542781,309723,mobile,ended,297.0,541286.0,30.0,Late > 120
542852,375047,connect,ended,66.0,,,60 < Late < 90
542879,362062,mobile,ended,34.0,,,30 < Late < 45
543025,404578,mobile,ended,24.0,,,15 < Late < 30
543135,226227,mobile,ended,339.0,,,Late > 120
543170,311322,mobile,ended,-137.0,,,Early
543182,343662,mobile,ended,171.0,,,Late > 120
543192,381938,mobile,ended,215.0,,,Late > 120
543294,295102,mobile,ended,-8.0,,,Early
543323,367365,connect,ended,2.0,,,Late < 15
543407,393789,mobile,ended,148.0,,,Late > 120
543448,266261,mobile,ended,-30.0,,,Early
543644,294189,mobile,ended,83.0,,,60 < Late < 90
543686,244848,connect,ended,-11.0,,,Early
543849,344969,mobile,ended,1374.0,,,Late > 120
543862,330795,mobile,ended,82.0,,,60 < Late < 90
544363,409750,mobile,ended,-81.0,539021.0,120.0,Early
543365,371752,mobile,ended,711.0,,,Late > 120
543482,404649,mobile,ended,27.0,,,15 < Late < 30
543669,300379,mobile,ended,279.0,,,Late > 120
543835,286751,connect,ended,27.0,,,15 < Late < 30
544275,364236,mobile,ended,23.0,,,15 < Late < 30
544286,403863,mobile,ended,6.0,,,Late < 15
544317,361564,mobile,ended,-8.0,530202.0,120.0,Early
544319,392368,connect,ended,-484.0,,,Early
544354,410832,mobile,ended,109.0,,,90 < Late < 120
544359,313555,mobile,ended,10.0,,,Late < 15
544396,206019,mobile,ended,34.0,,,30 < Late < 45
544451,407865,mobile,ended,-57.0,,,Early
544474,406399,mobile,ended,130.0,,,Late > 120
544493,278762,mobile,ended,123.0,,,Late > 120
544528,295102,mobile,ended,461.0,,,Late > 120
544582,383540,mobile,ended,-2.0,,,Early
544599,369047,mobile,ended,-132.0,,,Early
544613,409920,mobile,ended,2.0,,,Late < 15
544714,371672,mobile,ended,843.0,,,Late > 120
