rental_id,car_id,checkin_type,state,delay_at_checkout_in_minutes,previous_ended_rental_id,time_delta_with_previous_rental_in_minutes,late_delay,delay
545296,352924,mobile,ended,-11.0,,,Early,early
545398,298429,connect,ended,3.0,,,Late < 15,late
545428,376442,mobile,ended,12.0,,,Late < 15,late
545440,408237,mobile,ended,23.0,,,15 < Late < 30,late
545466,377658,mobile,ended,232.0,,,Late > 120,late
545481,393606,mobile,canceled,,,,NaN,early
545535,402674,mobile,ended,-53.0,,,Early,early
545618,305525,connect,ended,43.0,543394.0,570.0,30 < Late < 45,late
545858,252216,mobile,ended,33.0,,,30 < Late < 45,late
546078,378264,mobile,ended,286.0,,,Late > 120,late
546196,406563,mobile,ended,621.0,,,Late > 120,late
546313,404476,mobile,ended,,540360.0,210.0,NaN,early
546373,204444,mobile,canceled,,,,NaN,early
546411,292319,connect,ended,-2.0,,,Early,early
546468,394543,mobile,ended,-40.0,,,Early,early
546478,270935,mobile,ended,8.0,,,Late < 15,late
546532,407632,mobile,ended,6.0,546199.0,720.0,Late < 15,late
546561,346755,connect,canceled,,569802.0,270.0,NaN,early
546609,392656,mobile,ended,,,,NaN,early
546650,309164,mobile,ended,4209.0,,,Late > 120,late
546661,389258,mobile,ended,-12.0,,,Early,early
546684,344815,connect,ended,-49.0,,,Early,early
546849,363037,mobile,ended,-2.0,,,Early,early
546867,325329,mobile,ended,14.0,,,Late < 15,late
546930,316449,mobile,canceled,,551866.0,0.0,NaN,early
546970,340699,mobile,ended,-116.0,,,Early,early
547130,411325,mobile,ended,22.0,545629.0,0.0,15 < Late < 30,late
547247,372779,mobile,ended,2.0,,,Late < 15,late
547286,374360,connect,canceled,,,,NaN,early
547311,374809,connect,ended,7.0,539330.0,90.0,Late < 15,late
547332,371354,connect,ended,-169.0,,,Early,early
547360,328780,mobile,ended,-28.0,,,Early,early
547417,396010,mobile,ended,52.0,,,45 < Late < 60,late
547465,403863,mobile,ended,-359.0,,,Early,early
547522,366199,connect,ended,-1172.0,,,Early,early
547531,309343,mobile,ended,13.0,,,Late < 15,late
547595,399347,mobile,ended,-151.0,,,Early,early
547935,267224,mobile,ended,58.0,,,45 < Late < 60,late
548076,351546,connect,ended,50.0,,,45 < Late < 60,late
548203,411458,mobile,ended,14.0,,,Late < 15,late
548239,411241,mobile,ended,10.0,,,Late < 15,late
548254,405652,mobile,ended,10.0,,,Late < 15,late
548508,179947,mobile,ended,-50.0,,,Early,early
548537,366310,mobile,ended,78.0,,,60 < Late < 90,late
548583,208090,mobile,ended,138.0,,,Late > 120,late
548585,393083,mobile,ended,-8.0,,,Early,early
548618,326888,mobile,ended,349.0,,,Late > 120,late
548655,272430,connect,ended,-26.0,,,Early,early
548699,364996,mobile,ended,118.0,,,90 < Late < 120,late
548780,254689,connect,ended,-2.0,,,Early,early
548957,382444,mobile,canceled,,541126.0,240.0,NaN,early
548982,263494,mobile,ended,3.0,,,Late < 15,late
549108,407965,mobile,ended,6.0,,,Late < 15,late
549115,373316,mobile,ended,8.0,,,Late < 15,late
549178,385453,mobile,ended,,,,NaN,early
549225,212965,connect,ended,-2.0,,,Early,early
549242,319807,mobile,ended,-99.0,,,Early,early
549332,303930,mobile,ended,53.0,,,45 < Late < 60,late
549525,390213,mobile,ended,-44.0,,,Early,early
549535,401281,connect,ended,-68.0,530729.0,690.0,Early,early
549619,402469,mobile,ended,93.0,,,90 < Late < 120,late
549694,292634,mobile,ended,36.0,,,30 < Late < 45,late
549771,358082,connect,ended,-97.0,,,Early,early
549828,404771,mobile,canceled,,,,NaN,early
549886,391747,mobile,ended,-813.0,,,Early,early
549915,411776,mobile,ended,118.0,,,90 < Late < 120,late
549949,333994,mobile,ended,133.0,,,Late > 120,late
550035,405565,mobile,canceled,,,,NaN,early
550055,403896,mobile,ended,-78.0,,,Early,early
550157,299629,mobile,ended,-5.0,,,Early,early
550184,368213,mobile,ended,167.0,,,Late > 120,late
550277,375128,connect,ended,-28.0,549044.0,240.0,Early,early
550307,402500,mobile,canceled,,,,NaN,early
550384,357530,connect,ended,-46.0,,,Early,early
550427,313602,connect,canceled,,,,NaN,early
550439,317298,connect,ended,-158.0,,,Early,early
550556,385006,connect,ended,5.0,,,Late < 15,late
550566,373889,mobile,ended,70.0,542811.0,120.0,60 < Late < 90,late
550627,348302,mobile,ended,,,,NaN,early
550654,357007,mobile,ended,30.0,508605.0,30.0,30 < Late < 45,late
550760,402111,mobile,ended,4.0,,,Late < 15,late
551011,179573,mobile,ended,836.0,,,Late > 120,late
551160,383949,mobile,ended,-52.0,545467.0,90.0,Early,early
551206,313666,mobile,ended,393.0,,,Late > 120,late
551285,189312,mobile,ended,4.0,,,Late < 15,late
551300,321024,mobile,ended,-13.0,,,Early,early
551391,352945,mobile,ended,,,,NaN,early
551424,383344,connect,ended,41.0,,,30 < Late < 45,late
551572,308620,mobile,ended,-7.0,,,Early,early
551723,350981,mobile,ended,736.0,,,Late > 120,late
551837,394400,connect,ended,-53.0,,,Early,early
551949,409570,mobile,ended,5.0,,,Late < 15,late
551987,341840,mobile,ended,68.0,529556.0,150.0,60 < Late < 90,late
552047,274943,mobile,ended,28.0,,,15 < Late < 30,late
552200,371520,mobile,ended,10.0,,,Late < 15,late
552298,256584,connect,ended,42.0,,,30 < Late < 45,late
552311,401387,mobile,ended,0.0,,,Late < 15,early
552360,247185,mobile,ended,108.0,,,90 < Late < 120,late
540881,374486,mobile,ended,21.0,,,15 < Late < 30,late
540933,390729,mobile,ended,-14.0,,,Early,early
540971,409908,mobile,ended,,540186.0,30.0,NaN,early
541053,377924,mobile,ended,-126.0,,,Early,early
541063,389395,mobile,ended,-21.0,,,Early,early
541187,408105,mobile,ended,,,,NaN,early
541223,295415,mobile,ended,158.0,,,Late > 120,late
541364,406554,mobile,ended,16.0,,,15 < Late < 30,late
541479,353138,mobile,ended,,,,NaN,early
541584,374809,connect,canceled,,,,NaN,early
541643,377992,mobile,canceled,,,,NaN,early
541646,364890,mobile,ended,621.0,538703.0,210.0,Late > 120,late
541663,349743,mobile,ended,12.0,,,Late < 15,late
541751,394928,connect,ended,-47.0,544799.0,600.0,Early,early
541823,359021,mobile,ended,131.0,,,Late > 120,late
541871,408408,mobile,ended,851.0,,,Late > 120,late
541882,326617,mobile,canceled,,,,NaN,early
541929,210381,mobile,ended,174.0,,,Late > 120,late
542016,292580,mobile,ended,38.0,,,30 < Late < 45,late
542084,270141,mobile,ended,467.0,,,Late > 120,late
542097,358768,mobile,ended,-4.0,,,Early,early
542247,410093,mobile,ended,,,,NaN,early
542302,346640,mobile,ended,69.0,,,60 < Late < 90,late
542335,394398,mobile,canceled,,,,NaN,early
542356,396378,mobile,ended,21.0,,,15 < Late < 30,late
542360,385999,mobile,ended,-11.0,,,Early,early
542379,381512,mobile,ended,-83.0,,,Early,early
542467,410500,mobile,ended,50.0,,,45 < Late < 60,late
542508,406062,mobile,ended,-47.0,,,Early,early
542552,386934,mobile,ended,45.0,,,45 < Late < 60,late
542566,295860,mobile,ended,316.0,,,Late > 120,late
542579,404725,mobile,ended,26.0,,,15 < Late < 30,late
542589,307768,mobile,ended,1.0,,,Late < 15,late
542613,241021,connect,ended,87.0,,,60 < Late < 90,late
542625,382823,mobile,ended,-59.0,,,Early,early
542665,189248,connect,ended,30.0,,,30 < Late < 45,late
542675,377746,mobile,ended,-16.0,,,Early,early
542743,403100,connect,ended,-12.0,,,Early,early
542877,405652,mobile,canceled,,,,NaN,early
542907,387047,mobile,ended,-101.0,,,Early,early
542997,402845,mobile,ended,558.0,,,Late > 120,late
543007,322384,mobile,ended,-41.0,,,Early,early
543349,385011,connect,ended,-126.0,,,Early,early
543410,190089,mobile,ended,-24.0,,,Early,early
543529,298076,mobile,canceled,,,,NaN,early
543557,313244,mobile,canceled,,,,NaN,early
543631,410841,mobile,ended,72.0,,,60 < Late < 90,late
543788,377071,mobile,ended,0.0,538874.0,30.0,Late < 15,early
543917,379208,mobile,ended,67.0,,,60 < Late < 90,late
544011,357530,connect,canceled,,,,NaN,early
544048,285007,mobile,ended,64.0,,,60 < Late < 90,late
544052,409473,mobile,ended,-10.0,,,Early,early
544062,369856,mobile,ended,-165.0,,,Early,early
544090,385006,connect,ended,,,,NaN,early
544198,263232,mobile,ended,83.0,538218.0,300.0,60 < Late < 90,late
544268,385128,mobile,ended,0.0,,,Late < 15,early
544312,335572,mobile,ended,468.0,,,Late > 120,late
544348,287399,mobile,ended,,,,NaN,early
544411,334822,mobile,ended,19.0,,,15 < Late < 30,late
544567,194384,connect,ended,-14.0,,,Early,early
544596,319419,mobile,ended,-146.0,,,Early,early
544682,275933,mobile,ended,-7.0,,,Early,early
544693,310376,mobile,ended,7.0,,,Late < 15,late
544741,374290,mobile,ended,-36.0,532043.0,180.0,Early,early
545070,398326,mobile,ended,0.0,544957.0,270.0,Late < 15,early
545175,245738,mobile,ended,68.0,,,60 < Late < 90,late
545220,408862,mobile,ended,176.0,,,Late > 120,late
545222,370797,mobile,ended,211.0,,,Late > 120,late
545233,366371,connect,ended,-81.0,517688.0,720.0,Early,early
545261,366371,connect,ended,406.0,,,Late > 120,late
545382,403667,mobile,canceled,,,,NaN,early
545468,309506,mobile,ended,66.0,,,60 < Late < 90,late
545655,360929,mobile,ended,-101.0,,,Early,early
545666,355041,mobile,ended,52.0,,,45 < Late < 60,late
545673,310576,connect,ended,92.0,,,90 < Late < 120,late
545723,330619,mobile,canceled,,,,NaN,early
545729,410606,mobile,ended,5.0,,,Late < 15,late
545871,340616,connect,ended,-464.0,,,Early,early
545875,353795,mobile,ended,,,,NaN,early
546056,408509,mobile,ended,72.0,549516.0,120.0,60 < Late < 90,late
546091,403009,mobile,canceled,,,,NaN,early
546152,348482,connect,ended,37.0,,,30 < Late < 45,late
546263,221830,mobile,ended,-21.0,,,Early,early
546349,388813,mobile,ended,26.0,,,15 < Late < 30,late
546414,404595,mobile,ended,20.0,,,15 < Late < 30,late
546496,403009,mobile,ended,-9.0,,,Early,early
546576,392882,mobile,ended,91.0,,,90 < Late < 120,late
546629,311322,mobile,canceled,,,,NaN,early
546670,333303,mobile,ended,-84.0,,,Early,early
546677,409293,mobile,canceled,,,,NaN,early
546698,407820,mobile,ended,35.0,,,30 < Late < 45,late
546729,396086,mobile,ended,,,,NaN,early
546763,392393,mobile,ended,193.0,,,Late > 120,late
546770,316656,mobile,ended,16.0,,,15 < Late < 30,late
546832,230201,connect,ended,-8.0,,,Early,early
547116,398851,mobile,canceled,,,,NaN,early
547201,312118,mobile,ended,-33.0,,,Early,early
547335,395769,mobile,ended,24.0,,,15 < Late < 30,late
547731,360418,mobile,ended,2.0,,,Late < 15,late
547889,336935,connect,ended,-1250.0,,,Early,early
548009,383392,mobile,ended,305.0,,,Late > 120,late
548048,251447,connect,ended,-27.0,,,Early,early
548089,376150,mobile,ended,252.0,,,Late > 120,late
548096,348824,mobile,ended,113.0,,,90 < Late < 120,late
548159,334648,connect,ended,326.0,,,Late > 120,late
548276,409230,mobile,ended,88.0,,,60 < Late < 90,late
548297,351162,connect,ended,-63.0,,,Early,early
548307,404571,mobile,ended,-4.0,532798.0,90.0,Early,early
548356,409676,mobile,ended,49.0,,,45 < Late < 60,late
548359,407798,mobile,ended,875.0,,,Late > 120,late
557573,311943,mobile,ended,-3.0,,,Early,early
557600,409615,mobile,ended,215.0,,,Late > 120,late
557610,216510,mobile,ended,,,,NaN,early
557690,243492,mobile,ended,,,,NaN,early
557700,380128,mobile,ended,315.0,,,Late > 120,late
558049,175887,connect,ended,32.0,,,30 < Late < 45,late
558070,378239,mobile,ended,36.0,,,30 < Late < 45,late
558137,352749,mobile,ended,-568.0,,,Early,early
558168,298474,mobile,ended,6.0,,,Late < 15,late
558225,337414,connect,ended,-328.0,,,Early,early
558232,187183,mobile,ended,-73.0,,,Early,early
558392,348400,mobile,ended,-1192.0,,,Early,early
558441,358225,mobile,ended,4.0,552053.0,0.0,Late < 15,late
558555,245119,mobile,ended,71.0,,,60 < Late < 90,late
558571,356750,mobile,ended,,,,NaN,early
558607,316007,mobile,canceled,,,,NaN,early
558639,409595,mobile,ended,-135.0,,,Early,early
558699,226690,mobile,ended,443.0,,,Late > 120,late
558811,414498,mobile,ended,-61.0,,,Early,early
558816,340394,mobile,ended,17.0,,,15 < Late < 30,late
558820,396636,mobile,canceled,,,,NaN,early
558927,389565,mobile,ended,-81.0,,,Early,early
558961,414139,mobile,ended,1326.0,,,Late > 120,late
558965,321010,mobile,ended,,,,NaN,early
558984,392151,mobile,ended,4.0,,,Late < 15,late
559019,294327,connect,ended,4.0,,,Late < 15,late
559099,373661,mobile,ended,-68.0,,,Early,early
559110,388112,mobile,ended,,,,NaN,early
559153,173712,mobile,ended,51.0,,,45 < Late < 60,late
559198,322025,mobile,ended,39.0,,,30 < Late < 45,late
559201,301411,mobile,canceled,,,,NaN,early
559361,354895,mobile,ended,32.0,,,30 < Late < 45,late
559385,407756,mobile,canceled,,,,NaN,early
559390,397599,mobile,ended,-159.0,,,Early,early
559418,413538,mobile,ended,25.0,,,15 < Late < 30,late
559427,404731,mobile,ended,105.0,,,90 < Late < 120,late
559527,385178,connect,canceled,,555186.0,330.0,NaN,early
559578,305956,mobile,canceled,,,,NaN,early
559629,334822,mobile,ended,-44.0,,,Early,early
559696,342357,mobile,ended,,,,NaN,early
559713,412869,mobile,ended,2.0,,,Late < 15,late
559838,242282,mobile,canceled,,,,NaN,early
559880,321010,mobile,ended,-7.0,,,Early,early
559948,300218,mobile,ended,-19.0,,,Early,early
559976,344254,connect,ended,51.0,558129.0,60.0,45 < Late < 60,late
560000,246420,mobile,canceled,,,,NaN,early
560002,380455,mobile,ended,,,,NaN,early
560041,364124,mobile,ended,43.0,,,30 < Late < 45,late
560127,292467,mobile,ended,35.0,,,30 < Late < 45,late
560195,309209,connect,ended,-10.0,,,Early,early
560403,247414,mobile,ended,93.0,,,90 < Late < 120,late
560510,349006,mobile,ended,180.0,,,Late > 120,late
560512,388805,mobile,ended,-9.0,,,Early,early
560574,310661,mobile,ended,-2.0,,,Early,early
560599,392412,mobile,canceled,,,,NaN,early
560749,404778,mobile,ended,114.0,,,90 < Late < 120,late
545322,356106,connect,ended,-55.0,,,Early,early
545364,404862,mobile,ended,,,,NaN,early
545459,301301,connect,ended,5.0,,,Late < 15,late
545504,377781,mobile,ended,38.0,,,30 < Late < 45,late
545518,371672,mobile,ended,23.0,,,15 < Late < 30,late
545594,392479,mobile,ended,22.0,538397.0,570.0,15 < Late < 30,late
545614,368677,mobile,ended,60.0,,,60 < Late < 90,late
545685,289661,mobile,ended,,,,NaN,early
545750,393968,connect,ended,-11.0,548306.0,600.0,Early,early
545869,216701,mobile,canceled,,,,NaN,early
545901,358283,mobile,ended,-56.0,,,Early,early
545910,310636,connect,canceled,,,,NaN,early
545915,356695,mobile,ended,-39.0,,,Early,early
545916,307364,connect,ended,-77.0,545822.0,30.0,Early,early
545951,409292,mobile,canceled,,,,NaN,early
546070,313952,mobile,ended,238.0,569185.0,570.0,Late > 120,late
546187,373700,mobile,ended,-87.0,,,Early,early
546202,407632,mobile,canceled,,,,NaN,early
546298,310003,mobile,ended,0.0,,,Late < 15,early
546357,270091,mobile,ended,-4.0,,,Early,early
546457,380478,mobile,ended,697.0,,,Late > 120,late
546601,349104,mobile,ended,,,,NaN,early
546604,405046,mobile,canceled,,,,NaN,early
546696,319365,mobile,ended,3.0,,,Late < 15,late
547050,348294,connect,ended,-38.0,,,Early,early
547139,403991,mobile,ended,43.0,,,30 < Late < 45,late
547309,289383,mobile,canceled,,,,NaN,early
547422,312118,mobile,ended,-59.0,,,Early,early
547492,277629,mobile,ended,1.0,,,Late < 15,late
547558,314326,mobile,canceled,,,,NaN,early
547765,362199,connect,ended,-45.0,,,Early,early
547840,373492,mobile,canceled,,,,NaN,early
547845,410832,mobile,ended,2.0,,,Late < 15,late
547866,405880,mobile,ended,,,,NaN,early
547872,338243,connect,ended,83.0,549555.0,600.0,60 < Late < 90,late
547905,280886,connect,ended,201.0,,,Late > 120,late
548098,383485,mobile,ended,72.0,,,60 < Late < 90,late
548110,379908,mobile,ended,-52.0,542260.0,720.0,Early,early
548128,211876,connect,canceled,,,,NaN,early
548237,283480,mobile,ended,7.0,,,Late < 15,late
548448,310636,connect,ended,29.0,,,15 < Late < 30,late
548604,404192,mobile,ended,156.0,,,Late > 120,late
548678,317652,connect,ended,-281.0,,,Early,early
548681,397027,mobile,ended,10.0,,,Late < 15,late
548682,319879,mobile,ended,33.0,,,30 < Late < 45,late
548769,269549,mobile,ended,-49.0,,,Early,early
548851,390467,connect,ended,-16.0,,,Early,early
548993,214091,mobile,ended,-43.0,,,Early,early
549007,352730,mobile,ended,-365.0,,,Early,early
549022,385764,mobile,canceled,,,,NaN,early
549039,222072,mobile,ended,-109.0,,,Early,early
549055,399618,mobile,ended,0.0,,,Late < 15,early
549238,196929,mobile,ended,13.0,,,Late < 15,late
545258,359880,connect,ended,,,,NaN,early
545431,393723,connect,ended,66.0,,,60 < Late < 90,late
545476,410832,mobile,ended,-101.0,,,Early,early
545684,247971,mobile,ended,-29.0,,,Early,early
545792,337217,mobile,ended,-72.0,,,Early,early
545814,404868,mobile,ended,6.0,,,Late < 15,late
545833,390590,connect,ended,46.0,,,45 < Late < 60,late
545847,356481,mobile,canceled,,,,NaN,early
545868,278398,mobile,ended,-73.0,,,Early,early
545984,305525,connect,ended,-253.0,545963.0,720.0,Early,early
545988,397470,mobile,ended,-51.0,,,Early,early
546132,248034,mobile,canceled,,,,NaN,early
546243,385627,connect,canceled,,,,NaN,early
546316,383764,mobile,canceled,,,,NaN,early
546447,395266,mobile,ended,-22.0,,,Early,early
546458,337380,mobile,canceled,,,,NaN,early
546524,354515,mobile,ended,140.0,,,Late > 120,late
546533,392368,connect,ended,-276.0,,,Early,early
546537,400478,mobile,ended,-34.0,,,Early,early
546554,341498,mobile,ended,111.0,,,90 < Late < 120,late
546606,383568,mobile,ended,,,,NaN,early
546636,399528,connect,ended,4.0,545268.0,540.0,Late < 15,late
546692,346697,mobile,ended,549.0,,,Late > 120,late
546793,373856,mobile,ended,-240.0,,,Early,early
546825,261686,mobile,ended,-8.0,,,Early,early
546873,380584,mobile,ended,-23.0,,,Early,early
547172,337897,mobile,ended,23.0,,,15 < Late < 30,late
547206,285172,mobile,ended,316.0,,,Late > 120,late
547225,335258,mobile,ended,-150.0,,,Early,early
547254,396528,mobile,ended,232.0,,,Late > 120,late
547344,357721,mobile,ended,132.0,,,Late > 120,late
547384,305307,mobile,ended,-12.0,,,Early,early
547440,366164,connect,canceled,,,,NaN,early
547458,278640,connect,ended,-8.0,,,Early,early
547487,384747,mobile,ended,804.0,,,Late > 120,late
547662,159536,mobile,ended,,,,NaN,early
547672,383110,connect,ended,7.0,,,Late < 15,late
547684,347873,connect,ended,-79.0,,,Early,early
547717,409298,mobile,ended,152.0,,,Late > 120,late
547718,355900,connect,ended,-20.0,,,Early,early
547808,347319,mobile,ended,-141.0,,,Early,early
547811,403871,mobile,ended,-122.0,,,Early,early
547816,394272,mobile,canceled,,,,NaN,early
548074,369158,mobile,ended,41.0,,,30 < Late < 45,late
548185,385295,mobile,ended,129.0,538747.0,600.0,Late > 120,late
548272,317330,connect,ended,-21.0,548279.0,0.0,Early,early
548467,411007,mobile,ended,-205.0,,,Early,early
548581,411464,mobile,ended,130.0,,,Late > 120,late
548672,405417,mobile,ended,17.0,,,15 < Late < 30,late
548749,373657,mobile,ended,41.0,,,30 < Late < 45,late
548867,217819,mobile,ended,-134.0,544074.0,270.0,Early,early
548905,402879,mobile,ended,122.0,,,Late > 120,late
548952,356630,mobile,ended,-88.0,523527.0,720.0,Early,early
549012,321273,mobile,ended,-793.0,,,Early,early
549037,390352,mobile,ended,-126.0,,,Early,early
549188,380584,mobile,ended,11.0,,,Late < 15,late
549274,349011,mobile,ended,17.0,,,15 < Late < 30,late
549280,304646,mobile,canceled,,,,NaN,early
549357,364976,mobile,ended,-73.0,,,Early,early
549412,407245,mobile,canceled,,,,NaN,early
549465,412028,mobile,canceled,,,,NaN,early
549564,338935,mobile,ended,1060.0,,,Late > 120,late
549568,384056,mobile,ended,-19.0,,,Early,early
549575,369381,mobile,ended,5.0,,,Late < 15,late
549583,330679,mobile,ended,39.0,,,30 < Late < 45,late
549587,381857,connect,ended,-5.0,,,Early,early
549641,313957,mobile,ended,-66.0,,,Early,early
549648,408363,mobile,ended,-195.0,,,Early,early
549936,363702,mobile,ended,,,,NaN,early
550020,354138,mobile,canceled,,,,NaN,early
550218,394801,mobile,ended,30.0,,,30 < Late < 45,late
550308,361580,mobile,ended,-49.0,,,Early,early
550315,407074,mobile,ended,58.0,,,45 < Late < 60,late
550418,204797,mobile,ended,11.0,,,Late < 15,late
550420,412122,mobile,ended,-7.0,,,Early,early
550449,405028,mobile,ended,-135.0,,,Early,early
550479,265239,connect,ended,51.0,520615.0,0.0,45 < Late < 60,late
550485,385183,mobile,canceled,,,,NaN,early
550600,269871,mobile,ended,-71.0,,,Early,early
550736,391295,mobile,ended,-28.0,,,Early,early
550792,358856,mobile,ended,-411.0,,,Early,early
550843,409894,mobile,ended,101.0,,,90 < Late < 120,late
550900,374877,mobile,canceled,,,,NaN,early
551092,405377,mobile,canceled,,,,NaN,early
551131,407465,connect,ended,76.0,,,60 < Late < 90,late
551186,401436,mobile,ended,-194.0,,,Early,early
551199,216925,mobile,ended,119.0,,,90 < Late < 120,late
551238,387881,mobile,ended,62.0,,,60 < Late < 90,late
551268,395374,mobile,ended,48.0,,,45 < Late < 60,late
551287,336126,mobile,ended,-128.0,,,Early,early
551453,384536,mobile,ended,-225.0,,,Early,early
551639,400004,mobile,ended,-2.0,,,Early,early
551678,365926,connect,ended,-202.0,,,Early,early
551714,396183,mobile,ended,-729.0,,,Early,early
551776,332556,mobile,canceled,,,,NaN,early
551791,291982,mobile,ended,-118.0,,,Early,early
551959,399692,mobile,ended,112.0,,,90 < Late < 120,late
551991,310534,mobile,ended,38.0,,,30 < Late < 45,late
552018,338933,mobile,ended,,,,NaN,early
552131,406551,connect,canceled,,545126.0,60.0,NaN,early
552198,304646,mobile,ended,67.0,,,60 < Late < 90,late
552365,404130,connect,ended,12.0,553206.0,480.0,Late < 15,late
552418,346697,mobile,ended,,,,NaN,early
552537,379208,mobile,ended,-2.0,,,Early,early
552549,378045,mobile,ended,91.0,,,90 < Late < 120,late
552565,389441,mobile,ended,7.0,,,Late < 15,late
552602,312572,mobile,ended,2949.0,,,Late > 120,late
552639,326617,mobile,canceled,,,,NaN,early
552709,255377,connect,ended,-201.0,,,Early,early
505594,347865,mobile,ended,46.0,,,45 < Late < 60,late
505617,375834,mobile,ended,-54.0,,,Early,early
507978,288425,mobile,ended,61.0,,,60 < Late < 90,late
508631,399439,mobile,ended,,,,NaN,early
511051,402312,mobile,ended,,,,NaN,early
511810,319479,mobile,canceled,,,,NaN,early
512562,321069,mobile,ended,104.0,,,90 < Late < 120,late
513126,400468,mobile,ended,53.0,,,45 < Late < 60,late
513468,341909,mobile,ended,49.0,,,45 < Late < 60,late
514347,394577,mobile,canceled,,,,NaN,early
515264,257398,mobile,ended,,,,NaN,early
517318,371828,mobile,ended,254.0,,,Late > 120,late
518673,245197,mobile,ended,26.0,,,15 < Late < 30,late
519490,294959,mobile,canceled,,,,NaN,early
519903,345865,connect,canceled,,,,NaN,early
519918,401719,mobile,ended,16.0,,,15 < Late < 30,late
520333,372779,mobile,ended,-222.0,,,Early,early
520341,370161,mobile,ended,15.0,,,15 < Late < 30,late
521154,346734,mobile,ended,7.0,,,Late < 15,late
521323,393670,mobile,ended,-22.0,,,Early,early
521378,345552,connect,canceled,,,,NaN,early
521607,404756,mobile,canceled,,,,NaN,early
521986,369845,mobile,canceled,,553278.0,630.0,NaN,early
522163,360902,mobile,ended,-10.0,,,Early,early
522205,359504,mobile,ended,64.0,,,60 < Late < 90,late
522240,360289,mobile,ended,226.0,,,Late > 120,late
522452,404168,mobile,ended,-12.0,,,Early,early
522490,403239,mobile,ended,,,,NaN,early
522563,207344,mobile,canceled,,,,NaN,early
522640,394543,mobile,ended,21.0,546468.0,60.0,15 < Late < 30,late
523196,216576,connect,canceled,,,,NaN,early
524059,369648,connect,ended,99.0,,,90 < Late < 120,late
525624,285829,connect,ended,32.0,,,30 < Late < 45,late
525939,326708,mobile,canceled,,,,NaN,early
526438,393628,mobile,ended,59.0,,,45 < Late < 60,late
527141,173061,connect,ended,101.0,,,90 < Late < 120,late
527566,393432,mobile,canceled,,,,NaN,early
528325,223143,mobile,canceled,,,,NaN,early
528564,397788,mobile,ended,134.0,,,Late > 120,late
528644,349142,mobile,ended,5.0,,,Late < 15,late
528845,385378,mobile,ended,-4624.0,,,Early,early
529847,350052,mobile,ended,-37.0,,,Early,early
530767,373419,mobile,canceled,,,,NaN,early
530788,384837,mobile,ended,38.0,,,30 < Late < 45,late
531799,338935,mobile,ended,813.0,,,Late > 120,late
532177,330318,mobile,canceled,,,,NaN,early
532184,297080,mobile,canceled,,,,NaN,early
532359,179982,connect,canceled,,,,NaN,early
532542,375872,mobile,ended,,,,NaN,early
532550,311460,mobile,ended,-41.0,,,Early,early
533456,368432,mobile,ended,-2.0,539640.0,600.0,Early,early
533468,269237,mobile,ended,992.0,,,Late > 120,late
533470,208207,mobile,ended,21.0,,,15 < Late < 30,late
533596,352799,mobile,ended,46.0,538423.0,720.0,45 < Late < 60,late
533826,346208,connect,canceled,,,,NaN,early
533872,376442,mobile,ended,9.0,,,Late < 15,late
534141,397728,mobile,ended,12.0,,,Late < 15,late
534498,401095,mobile,ended,178.0,,,Late > 120,late
534647,349406,mobile,ended,-69.0,,,Early,early
535048,330289,mobile,ended,,,,NaN,early
535057,404386,mobile,ended,225.0,,,Late > 120,late
535077,340304,mobile,ended,72.0,,,60 < Late < 90,late
535097,227982,mobile,ended,29.0,,,15 < Late < 30,late
535125,369437,mobile,ended,81.0,,,60 < Late < 90,late
535270,343329,mobile,canceled,,,,NaN,early
552399,399951,mobile,ended,-114.0,,,Early,early
552477,385082,mobile,ended,7.0,,,Late < 15,late
552520,372856,connect,ended,,,,NaN,early
552555,184917,mobile,ended,56.0,,,45 < Late < 60,late
552599,393930,mobile,ended,52.0,,,45 < Late < 60,late
552798,412682,mobile,ended,135.0,,,Late > 120,late
552872,374007,mobile,ended,106.0,,,90 < Late < 120,late
553003,367632,connect,ended,-146.0,,,Early,early
553016,325328,connect,ended,43.0,,,30 < Late < 45,late
553245,401387,mobile,ended,6.0,,,Late < 15,late
553249,384040,connect,ended,-42.0,,,Early,early
553302,368432,mobile,ended,-104.0,567818.0,570.0,Early,early
553410,407371,mobile,canceled,,,,NaN,early
553429,393083,mobile,ended,72.0,,,60 < Late < 90,late
553432,327216,mobile,ended,,,,NaN,early
553537,356540,mobile,canceled,,,,NaN,early
553571,391926,connect,ended,21.0,,,15 < Late < 30,late
553591,376975,mobile,canceled,,,,NaN,early
553604,345004,mobile,ended,250.0,,,Late > 120,late
553622,408867,mobile,ended,116.0,,,90 < Late < 120,late
553719,391519,connect,canceled,,562244.0,540.0,NaN,early
553799,390467,connect,ended,-29.0,,,Early,early
553800,409985,mobile,ended,97.0,,,90 < Late < 120,late
553836,340616,connect,ended,54.0,553933.0,30.0,45 < Late < 60,late
553948,413094,mobile,ended,-275.0,,,Early,early
553970,351829,mobile,ended,-81.0,,,Early,early
554017,391519,connect,ended,67.0,,,60 < Late < 90,late
554041,409581,mobile,canceled,,,,NaN,early
554088,388073,mobile,canceled,,,,NaN,early
554383,159533,connect,ended,41.0,512682.0,330.0,30 < Late < 45,late
554407,310049,mobile,ended,76.0,551523.0,120.0,60 < Late < 90,late
554436,380069,mobile,ended,-315.0,,,Early,early
